Language,basicness_score_experimental,basicness_rank,basicness_score,word_in_children_res,word_in_second_lang_learn_res,en_lemmas,n_hyponyms,n_synonyms,n_syn_senses,avg_word_length,avg_pronounce_complexity,avg_word_frequency,avg_n_senses,normalized_length,normalized_pronounce_complexity,normalized_n_senses,normalized_frequency,normalized_n_hyponyms,normalized_n_synonyms,normalized_n_syn_senses,example_en_lemma,example_en_gloss,ili
en,0.9897527881271195,4,0.7261482456887719,1,1,"village, settlement, small town",1,3,11,9.0,0.7786666666666666,7e-05,3.6666666666666665,0.59999999999994,0.7786666666666666,0.38095238095232653,0.14782184117569105,0.004999999999999975,0.18181818181816528,0.47619047619045357,village,a community of people smaller than a town,i80343
es,0.9866133927698996,4,0.7789404490175615,1,0,"village, settlement, small town",1,1,13,6.0,0.748,0.000324,13.0,0.33333333333330556,0.748,0.9230769230768521,0.41144337607504256,0.027027027027026296,0.0,0.8571428571427959,village,a community of people smaller than a town,i80343
it,0.9798640379128756,4,0.5911641363627391,1,1,"village, settlement, small town",0,4,17,7.666666666666667,0.6186666666666666,0.0001442,4.666666666666667,0.40476190476187585,0.6186666666666666,0.20430107526880403,0.15007453080080999,0.0,0.27272727272724795,0.23437499999999636,village,a community of people smaller than a town,i80343
nb,0.9657703493721612,4,0.47127960441568467,1,1,"village, settlement, small town",0,1,1,7.0,0.831,6.17e-06,1.0,0.4999999999999375,0.831,0.0,0.008833826497384066,0.0,0.0,0.0,village,a community of people smaller than a town,i80343
es,0.9676481741340175,4,0.5296538406595409,0,1,"civilisation, civilization, culture",2,2,7,9.5,0.7304999999999999,9.39e-05,3.5,0.6249999999999479,0.7304999999999999,0.19230769230767752,0.1177649294613152,0.05405405405405259,0.2499999999999375,0.42857142857139796,civilisation,a particular society at a particular time and place,i80699
it,0.9517857171683108,4,0.3754123816310678,0,1,"civilisation, civilization, culture",0,2,16,7.0,0.792,0.00010075,8.0,0.3571428571428316,0.792,0.41935483870965035,0.10452783421576048,0.0,0.09090909090908264,0.2187499999999966,civilisation,a particular society at a particular time and place,i80699
nb,0.9457664734881792,4,0.3432922909446688,0,1,"civilisation, civilization, culture",0,1,3,6.0,0.881,0.000148,3.0,0.37499999999995315,0.881,0.22222222222219754,0.21380750537247312,0.0,0.0,0.16666666666665278,civilisation,a particular society at a particular time and place,i80699
en,0.9333184752149135,4,0.3438771796143097,0,0,"civilisation, civilization, culture",7,3,15,10.333333333333334,0.36966666666666664,3.9846666666666666e-05,5.0,0.73333333333326,0.36966666666666664,0.5714285714284898,0.08090514321866253,0.03499999999999982,0.18181818181816528,0.666666666666635,civilisation,a particular society at a particular time and place,i80699
it,0.9617122388716633,4,0.513517688771254,1,1,"harbour, harbor, haven",2,1,6,5.0,0.518,0.000107,6.0,0.21428571428569898,0.518,0.29032258064514255,0.11107943038737289,0.02739726027397223,0.0,0.06249999999999903,harbour,a sheltered port where ships can take on or discharge cargo,i82357
en,0.9257103787849962,4,0.4028248365321157,1,0,"harbour, harbor, haven",5,4,7,6.0,0.47633333333333333,1.2383333333333334e-05,2.0,0.29999999999997,0.47633333333333333,0.14285714285712245,0.01995813078576863,0.024999999999999876,0.27272727272724795,0.28571428571427215,harbour,a sheltered port where ships can take on or discharge cargo,i82357
es,0.9211760338489487,4,0.3318673680015617,0,1,"harbour, harbor, haven",2,1,2,6.0,0.778,0.000115,2.0,0.33333333333330556,0.778,0.076923076923071,0.14469502604345186,0.05405405405405259,0.0,0.07142857142856633,harbour,a sheltered port where ships can take on or discharge cargo,i82357
nb,0.8240721280530247,4,0.2810728085366732,0,1,"harbour, harbor, haven",0,1,2,4.0,0.203,1.51e-05,2.0,0.12499999999998437,0.203,0.11111111111109877,0.021739523122601193,0.0,0.0,0.08333333333332639,harbour,a sheltered port where ships can take on or discharge cargo,i82357
nb,0.9938355841488139,4,0.8547714170559766,1,1,countryside,0,3,9,8.666666666666666,0.6476666666666667,0.00011853386666666668,3.0,0.7083333333332447,0.6476666666666667,0.22222222222219754,0.1712228494353849,0.0,0.6666666666664445,0.6666666666666111,countryside,rural regions,i82392
es,0.9727271929556586,4,0.7865728512144405,1,0,countryside,0,1,14,5.0,0.205,0.000151,14.0,0.24999999999997916,0.205,0.9999999999999231,0.19064211025941966,0.0,0.0,0.9285714285713622,countryside,rural regions,i82392
it,0.9494488914355608,4,0.34769194631715483,0,1,countryside,0,1,9,8.0,0.8,0.000107,9.0,0.42857142857139796,0.8,0.48387096774190425,0.11107943038737289,0.0,0.0,0.1093749999999983,countryside,rural regions,i82392
en,0.8419675023851075,4,0.0005945408013223594,0,0,countryside,0,1,1,11.0,0.862,8.32e-06,1.0,0.79999999999992,0.862,0.0,0.010940724770997704,0.0,0.0,0.0,countryside,rural regions,i82392
it,0.7559719372823271,4,0.07375616757763968,0,0,cave,2,2,8,5.5,0.5035000000000001,4.73e-06,4.0,0.24999999999998215,0.5035000000000001,0.16129032258063475,0.0038743519120447143,0.02739726027397223,0.09090909090908264,0.09374999999999854,cave,a geological formation consisting of an underground enclosure with access from the surface of the ground or from the sea,i85180
es,0.6916651448767835,4,0.000485828989908365,0,0,cave,0,1,1,5.0,0.542,1.41e-05,1.0,0.24999999999997916,0.542,0.0,0.015915559449253283,0.0,0.0,0.0,cave,a geological formation consisting of an underground enclosure with access from the surface of the ground or from the sea,i85180
nb,0.6668435837038186,4,9.837996476490906e-05,0,0,cave,0,1,1,4.0,0.563,4.17e-06,1.0,0.12499999999998437,0.563,0.0,0.005943412919507889,0.0,0.0,0.0,cave,a geological formation consisting of an underground enclosure with access from the surface of the ground or from the sea,i85180
en,0.5865061336202311,2,0.004799492269889252,0,0,cave,5,1,1,4.0,0.197,1.58e-05,1.0,0.09999999999999,0.197,0.0,0.02754044511320112,0.024999999999999876,0.0,0.0,cave,a geological formation consisting of an underground enclosure with access from the surface of the ground or from the sea,i85180
nb,0.8997169691885095,4,0.4651894359420556,0,1,lake,1,1,5,3.0,0.195,1.48e-05,5.0,0.0,0.195,0.44444444444439507,0.021305961085919766,0.19999999999996,0.0,0.33333333333330556,lake,a body of (usually fresh) water surrounded by land,i85647
es,0.8249560382234503,4,0.31134807712994184,0,1,lake,6,1,1,4.0,0.185,3.02e-05,1.0,0.16666666666665278,0.185,0.0,0.036464116556949984,0.16216216216215776,0.0,0.0,lake,a body of (usually fresh) water surrounded by land,i85647
it,0.817534275202967,4,0.23833376725325825,1,0,lake,7,1,2,4.0,0.184,4.37e-05,2.0,0.14285714285713266,0.184,0.03225806451612695,0.04472486436128241,0.0958904109589028,0.0,0.0,lake,a body of (usually fresh) water surrounded by land,i85647
en,0.7448722084930006,4,0.1480561547290546,0,0,lake,51,1,3,4.0,0.193,6.76e-05,3.0,0.09999999999999,0.193,0.2857142857142449,0.14249572769690924,0.2549999999999987,0.0,0.09523809523809071,lake,a body of (usually fresh) water surrounded by land,i85647
en,0.9361095372305506,4,0.4131487122575689,0,1,"mount, mountain",5,2,7,6.5,0.491,4.1599999999999995e-05,3.5,0.349999999999965,0.491,0.35714285714280614,0.08479616501010592,0.024999999999999876,0.09090909090908264,0.28571428571427215,mount,a land mass that projects well above its surroundings; higher than a hill,i85815
es,0.9215770330104675,4,0.43590022231095155,0,1,"mount, mountain",3,2,4,6.0,0.4685,3.285e-05,2.0,0.33333333333330556,0.4685,0.076923076923071,0.03984633247840316,0.08108108108107888,0.2499999999999375,0.21428571428569898,mount,a land mass that projects well above its surroundings; higher than a hill,i85815
it,0.901100078381207,4,0.28596033310494656,0,1,"mount, mountain",3,2,7,6.5,0.49350000000000005,5.39e-05,3.5,0.32142857142854847,0.49350000000000005,0.1290322580645078,0.05541706931335387,0.04109589041095835,0.09090909090908264,0.07812499999999879,mount,a land mass that projects well above its surroundings; higher than a hill,i85815
nb,0.8776306629718527,4,0.2838776298480486,0,1,"mount, mountain",1,1,1,5.0,0.46,4.17e-05,1.0,0.24999999999996875,0.46,0.0,0.06018202370835434,0.19999999999996,0.0,0.0,mount,a land mass that projects well above its surroundings; higher than a hill,i85815
en,0.9740914650656723,4,0.7018584304075793,1,1,river,200,1,1,5.0,0.197,0.000107,1.0,0.19999999999998,0.197,0.0,0.22993275730691115,0.999999999999995,0.0,0.0,river,a large natural stream of water (larger than a creek),i86078
es,0.972599720447993,4,0.8434314140452982,1,1,river,37,1,2,3.0,0.179,0.000126,2.0,0.08333333333332639,0.179,0.076923076923071,0.1587344128872198,0.9999999999999729,0.0,0.07142857142856633,river,a large natural stream of water (larger than a creek),i86078
it,0.9509623945019283,4,0.47144448184573545,0,1,river,73,1,4,5.0,0.493,6.31e-05,4.0,0.21428571428569898,0.493,0.16129032258063475,0.06506101887796732,0.9999999999999863,0.0,0.031249999999999514,river,a large natural stream of water (larger than a creek),i86078
nb,0.9006421650624474,4,0.470416283536938,1,1,river,0,1,1,3.0,0.194,7.24e-06,1.0,0.0,0.194,0.0,0.01038019776154782,0.0,0.0,0.0,river,a large natural stream of water (larger than a creek),i86078
nb,0.9218011901654564,4,0.529218318979009,0,1,sea,0,2,8,3.0,0.191,1.81e-05,4.0,0.0,0.191,0.3333333333332963,0.026075143489415458,0.0,0.33333333333322224,0.5833333333332847,sea,a division of an ocean or a large body of salt water partially enclosed by land,i86143
es,0.9064193571257786,4,0.479071352292141,0,1,sea,5,2,5,4.5,0.184,7.379999999999999e-05,2.5,0.20833333333331597,0.184,0.11538461538460651,0.09211114077406651,0.13513513513513148,0.2499999999999375,0.2857142857142653,sea,a division of an ocean or a large body of salt water partially enclosed by land,i86143
it,0.9037374056155164,4,0.37585678722871907,0,1,sea,23,2,10,4.5,0.1925,0.0001075,5.0,0.1785714285714158,0.1925,0.22580645161288865,0.11160355808110188,0.31506849315068064,0.09090909090908264,0.12499999999999806,sea,a division of an ocean or a large body of salt water partially enclosed by land,i86143
en,0.8821177026086192,4,0.3682002701635782,0,1,sea,40,1,3,3.0,0.184,0.000115,3.0,0.0,0.184,0.2857142857142449,0.24768646890285065,0.199999999999999,0.0,0.09523809523809071,sea,a division of an ocean or a large body of salt water partially enclosed by land,i86143
nb,0.9565609564836669,4,0.4313958266875249,0,1,"sea-coast, seashore, coast",0,3,3,7.333333333333333,0.715,1.4316e-06,1.0,0.5416666666665989,0.715,0.0,0.001985858648679827,0.0,0.6666666666664445,0.16666666666665278,sea-coast,the shore of a sea or ocean,i86148
it,0.9377659901465639,4,0.4546765710336512,1,0,"sea-coast, seashore, coast",0,6,28,5.75,0.27775,4.695e-05,5.5,0.2678571428571237,0.27775,0.2580645161290156,0.04813169437052087,0.0,0.45454545454541323,0.40624999999999367,sea-coast,the shore of a sea or ocean,i86148
es,0.9249402656257081,4,0.4810736007780915,0,1,"sea-coast, seashore, coast",1,2,6,5.0,0.375,7.875e-05,3.0,0.24999999999997916,0.375,0.153846153846142,0.0984288648537621,0.027027027027026296,0.2499999999999375,0.3571428571428316,sea-coast,the shore of a sea or ocean,i86148
en,0.8510880614591672,4,0.1771595355876345,0,0,"sea-coast, seashore, coast",9,4,7,7.333333333333333,0.48233333333333334,3.9977333333333334e-05,2.0,0.43333333333329,0.48233333333333334,0.14285714285712245,0.08119512050806288,0.044999999999999776,0.27272727272724795,0.28571428571427215,sea-coast,the shore of a sea or ocean,i86148
en,0.9262222939878997,4,0.4984704147804895,0,1,sun,0,2,8,3.0,0.192,9.33e-05,6.0,0.0,0.192,0.7142857142856123,0.19952952619886483,0.0,0.09090909090908264,0.3333333333333175,sun,the star that is the source of light and heat for the planets in the solar system,i86272
it,0.9114403682969742,4,0.39834104434991613,0,1,sun,0,2,12,4.0,0.188,0.000135,11.0,0.14285714285713266,0.188,0.6129032258064121,0.1404305812361965,0.0,0.09090909090908264,0.15624999999999759,sun,the star that is the source of light and heat for the planets in the solar system,i86272
es,0.9098125832725813,4,0.506568535636407,0,1,sun,0,1,7,3.0,0.183,0.000123,7.0,0.08333333333332639,0.183,0.46153846153842604,0.1549054892025558,0.0,0.0,0.42857142857139796,sun,the star that is the source of light and heat for the planets in the solar system,i86272
nb,0.8062801523887926,4,0.2809430582234445,0,1,sun,0,1,2,3.0,0.187,3.09e-05,2.0,0.0,0.187,0.11111111111109877,0.04457379038782299,0.0,0.0,0.08333333333332639,sun,the star that is the source of light and heat for the planets in the solar system,i86272
es,0.8295339626711852,4,0.2900738363777893,0,1,"vale, valley",3,1,1,5.0,0.195,4.57e-05,1.0,0.24999999999997916,0.195,0.0,0.05624688892771388,0.08108108108107888,0.0,0.0,vale,a long depression in the surface of the land that usually contains a river,i86379
nb,0.7691989728052168,4,0.235208141768469,0,1,"vale, valley",0,1,1,3.0,0.191,8.91e-06,1.0,0.0,0.191,0.0,0.012793693099074424,0.0,0.0,0.0,vale,a long depression in the surface of the land that usually contains a river,i86379
it,0.7282462091648126,4,0.06574011718066264,0,0,"vale, valley",7,3,5,5.666666666666667,0.371,1.7729999999999998e-05,1.6666666666666667,0.2619047619047432,0.371,0.010752688172042321,0.017501671948998522,0.0958904109589028,0.18181818181816528,0.04687499999999927,vale,a long depression in the surface of the land that usually contains a river,i86379
en,0.6556314643605129,3,0.04570675193436472,0,0,"vale, valley",12,2,2,5.0,0.19,2.8335000000000002e-05,1.0,0.19999999999998,0.19,0.0,0.05535829197008879,0.0599999999999997,0.09090909090908264,0.047619047619045354,vale,a long depression in the surface of the land that usually contains a river,i86379
nb,0.8973232684287344,4,0.39942526984056903,0,1,"falls, waterfall",0,2,4,4.0,0.196,0.0001055,2.0,0.12499999999998437,0.196,0.11111111111109877,0.1523862168426044,0.0,0.33333333333322224,0.24999999999997916,falls,a steep descent of the water of a river,i86414
es,0.8287528540179668,4,0.10496590212038141,0,0,"falls, waterfall",9,1,2,7.0,0.766,3.63e-06,2.0,0.41666666666663194,0.766,0.076923076923071,0.002552615789775988,0.24324324324323665,0.0,0.07142857142856633,falls,a steep descent of the water of a river,i86414
it,0.7961825829614118,4,0.10413027107270444,0,0,"falls, waterfall",1,3,12,8.333333333333334,0.3960000000000001,2.1462000000000003e-06,4.0,0.45238095238092013,0.3960000000000001,0.16129032258063475,0.001165869641930772,0.013698630136986115,0.18181818181816528,0.15624999999999759,falls,a steep descent of the water of a river,i86414
en,0.7868066732004023,4,0.07984429872664378,0,0,"falls, waterfall",16,2,3,7.0,0.5245,2.3085e-05,1.5,0.39999999999996,0.5245,0.07142857142856122,0.0437074187352535,0.0799999999999996,0.09090909090908264,0.09523809523809071,falls,a steep descent of the water of a river,i86414
nb,0.9861036525987285,4,0.8827105125839242,1,1,nature,0,1,10,5.0,0.206,3.89e-05,10.0,0.24999999999996875,0.206,0.9999999999998889,0.05613544469932769,0.0,0.0,0.7499999999999375,nature,a causal agent creating and controlling things in the universe,i86562
es,0.9283211287295783,4,0.4301620848974568,0,1,nature,0,1,5,10.0,0.197,8.32e-05,5.0,0.6666666666666111,0.197,0.307692307692284,0.10410843498601366,0.0,0.0,0.2857142857142653,nature,a causal agent creating and controlling things in the universe,i86562
it,0.9006807780002734,4,0.3409711565427337,0,1,nature,0,1,9,6.0,0.198,0.000123,9.0,0.2857142857142653,0.198,0.48387096774190425,0.12785151658670066,0.0,0.0,0.1093749999999983,nature,a causal agent creating and controlling things in the universe,i86562
en,0.8659154336189682,4,0.18542283904043197,0,0,nature,0,1,5,6.0,0.599,9.55e-05,5.0,0.29999999999997,0.599,0.5714285714284898,0.20441179688774816,0.0,0.0,0.19047619047618142,nature,a causal agent creating and controlling things in the universe,i86562
nb,0.9000301901248728,4,0.23652433373199655,0,1,"fisherman, fisher",0,1,1,6.0,0.804,1.29e-05,1.0,0.37499999999995315,0.804,0.0,0.0185600681869374,0.0,0.0,0.0,fisherman,someone whose occupation is catching fish,i89974
it,0.7895373931554145,4,0.002598507683203943,0,0,"fisherman, fisher",1,1,2,9.0,0.773,4.07e-06,2.0,0.4999999999999643,0.773,0.03225806451612695,0.0031825033563224444,0.013698630136986115,0.0,0.0,fisherman,someone whose occupation is catching fish,i89974
es,0.7796370645368833,4,0.00016849904510708217,0,0,"fisherman, fisher",0,1,1,8.0,0.761,3.63e-06,1.0,0.4999999999999583,0.761,0.0,0.002552615789775988,0.0,0.0,0.0,fisherman,someone whose occupation is catching fish,i89974
en,0.7761956150946542,4,0.06175925165991975,0,0,"fisherman, fisher",2,2,3,7.5,0.5185,6.795e-06,1.5,0.449999999999955,0.5185,0.07142857142856122,0.007556423498021741,0.00999999999999995,0.09090909090908264,0.09523809523809071,fisherman,someone whose occupation is catching fish,i89974
nb,0.944152561727192,4,0.5167016117468622,1,1,"guest, invitee",0,1,2,5.0,0.357,1.82e-05,2.0,0.24999999999996875,0.357,0.11111111111109877,0.026219664168309263,0.0,0.0,0.08333333333332639,guest,a visitor to whom hospitality is extended,i90350
it,0.9234829127966429,4,0.2869810139635272,1,0,"guest, invitee",0,2,8,7.0,0.763,2.4449999999999998e-05,4.0,0.3571428571428316,0.763,0.16129032258063475,0.024545948152716185,0.0,0.09090909090908264,0.09374999999999854,guest,a visitor to whom hospitality is extended,i90350
en,0.8934481007974944,4,0.3524650729880978,1,0,"guest, invitee",3,2,5,6.0,0.281,1.90645e-05,2.5,0.29999999999997,0.281,0.21428571428568366,0.03478506905131917,0.014999999999999925,0.09090909090908264,0.19047619047618142,guest,a visitor to whom hospitality is extended,i90350
es,0.8693492853874337,4,0.18285104541159097,0,0,"guest, invitee",1,2,5,7.5,0.7435,1.3585e-05,2.5,0.4583333333332951,0.7435,0.11538461538460651,0.015258260883385966,0.027027027027026296,0.2499999999999375,0.2857142857142653,guest,a visitor to whom hospitality is extended,i90350
es,0.9722467748714322,4,0.8056480755387077,1,1,"rex, king, male monarch",9,2,6,5.0,0.188,9.097e-05,3.0,0.24999999999997916,0.188,0.153846153846142,0.11402534732929338,0.24324324324323665,0.2499999999999375,0.3571428571428316,rex,a male sovereign; ruler of a kingdom,i90847
en,0.9701801581731995,4,0.5941469880578849,1,0,"rex, king, male monarch",79,3,12,6.333333333333333,0.5086666666666667,5.345666666666666e-05,4.0,0.33333333333329995,0.5086666666666667,0.4285714285713673,0.11110864507125455,0.394999999999998,0.18181818181816528,0.5238095238094989,rex,a male sovereign; ruler of a kingdom,i90847
nb,0.954172552519726,4,0.5631248515362594,1,1,"rex, king, male monarch",0,1,3,5.0,0.334,4.37e-05,3.0,0.24999999999996875,0.334,0.22222222222219754,0.06307243728623052,0.0,0.0,0.16666666666665278,rex,a male sovereign; ruler of a kingdom,i90847
it,0.9531909670524987,4,0.5691743909923527,1,1,"rex, king, male monarch",4,1,9,2.0,0.176,0.000182,9.0,0.0,0.176,0.48387096774190425,0.18969858444672183,0.05479452054794446,0.0,0.1093749999999983,rex,a male sovereign; ruler of a kingdom,i90847
nb,0.8868288934161985,4,0.23625966434253423,0,1,prince,0,1,1,5.0,0.786,1.58e-05,1.0,0.24999999999996875,0.786,0.0,0.022751167874857856,0.0,0.0,0.0,prince,a male member of a royal family other than the sovereign (especially the son of a sovereign),i92240
it,0.8211770431950141,4,0.03678800569441647,0,0,prince,11,1,2,8.0,0.855,5.62e-05,2.0,0.42857142857139796,0.855,0.03225806451612695,0.05782805670450723,0.15068493150684725,0.0,0.0,prince,a male member of a royal family other than the sovereign (especially the son of a sovereign),i92240
es,0.8020519381841861,4,0.01276475057100229,0,0,prince,1,1,1,8.0,0.821,4.17e-05,1.0,0.4999999999999583,0.821,0.0,0.0511416573481619,0.027027027027026296,0.0,0.0,prince,a male member of a royal family other than the sovereign (especially the son of a sovereign),i92240
en,0.7674531271400898,4,0.02064820412168852,0,0,prince,14,1,1,6.0,0.715,5.25e-05,1.0,0.29999999999997,0.715,0.0,0.10898559705957347,0.06999999999999965,0.0,0.0,prince,a male member of a royal family other than the sovereign (especially the son of a sovereign),i92240
es,0.7670179302011088,4,0.17465252917558327,0,0,saint,13,1,3,5.0,0.201,7.41e-05,3.0,0.24999999999997916,0.201,0.153846153846142,0.09249403314253292,0.3513513513513418,0.0,0.14285714285713266,saint,a person who has died and has been declared a saint by canonization,i92688
nb,0.7663961439327875,4,0.0041723861543158285,0,0,saint,0,1,1,6.0,0.75,4.37e-05,1.0,0.37499999999995315,0.75,0.0,0.06307243728623052,0.0,0.0,0.0,saint,a person who has died and has been declared a saint by canonization,i92688
en,0.7429700356558768,4,0.14088109583505126,0,0,saint,45,1,3,5.0,0.206,2.57e-05,3.0,0.19999999999998,0.206,0.2857142857142449,0.04951066321317622,0.22499999999999887,0.0,0.09523809523809071,saint,a person who has died and has been declared a saint by canonization,i92688
it,0.6952396039114005,4,0.06532774846914982,0,0,saint,4,3,6,3.3333333333333335,0.19633333333333333,0.00019353333333333334,2.0,0.09523809523808845,0.19633333333333333,0.03225806451612695,0.20178846324873725,0.05479452054794446,0.18181818181816528,0.06249999999999903,saint,a person who has died and has been declared a saint by canonization,i92688
it,0.7726038132732709,4,0.07384271849160126,0,0,fog,2,2,8,7.0,0.48750000000000004,5.8830499999999995e-06,4.0,0.3571428571428316,0.48750000000000004,0.16129032258063475,0.005083042786553144,0.02739726027397223,0.09090909090908264,0.09374999999999854,fog,droplets of water vapor suspended in the air near the ground,i97801
nb,0.7553090362141603,4,0.09294685097131415,0,0,fog,1,1,2,4.0,0.598,6.76e-06,2.0,0.12499999999998437,0.598,0.11111111111109877,0.009686498502857537,0.19999999999996,0.0,0.08333333333332639,fog,droplets of water vapor suspended in the air near the ground,i97801
es,0.7345105654390514,4,0.00040894064208758265,0,0,fog,0,1,1,6.0,0.676,8.13e-06,1.0,0.33333333333330556,0.676,0.0,0.00829600131677196,0.0,0.0,0.0,fog,droplets of water vapor suspended in the air near the ground,i97801
en,0.6479521630590271,3,0.09250899671883643,0,0,fog,4,1,3,3.0,0.199,7.94e-06,3.0,0.0,0.199,0.2857142857142449,0.01009742347019058,0.0199999999999999,0.0,0.09523809523809071,fog,droplets of water vapor suspended in the air near the ground,i97801
nb,0.9163748206369347,4,0.3338546581302773,0,1,"storm, violent storm",0,2,2,4.5,0.771,1.3145e-05,1.0,0.18749999999997657,0.771,0.0,0.01891414385022723,0.0,0.33333333333322224,0.08333333333332639,storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,i97824
es,0.9158853203909425,4,0.17786966110259228,0,0,"storm, violent storm",4,2,4,12.5,0.8425,1.8e-05,2.0,0.8749999999999271,0.8425,0.076923076923071,0.02089316023931646,0.10810810810810519,0.2499999999999375,0.21428571428569898,storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,i97824
it,0.9157512595257377,4,0.25996505472350967,0,0,"storm, violent storm",5,7,28,7.666666666666667,0.743,1.4113333333333334e-05,4.666666666666667,0.40476190476187585,0.743,0.20430107526880403,0.013710481631025478,0.06849315068493057,0.5454545454544959,0.40624999999999367,storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,i97824
en,0.8714621840388396,4,0.10351981350096766,0,0,"storm, violent storm",8,2,4,9.0,0.8345,3.17e-05,2.0,0.59999999999994,0.8345,0.14285714285712245,0.06282594691013083,0.0399999999999998,0.09090909090908264,0.14285714285713608,storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,i97824
it,0.9763385693911211,4,0.6012772651969704,1,1,"rain, rainfall",7,2,15,6.0,0.5375,0.00011525,7.5,0.2857142857142653,0.5375,0.3870967741935234,0.11972753733390126,0.0958904109589028,0.09090909090908264,0.20312499999999684,rain,water falling in drops from vapor condensed in the atmosphere,i98034
nb,0.9693274797866871,4,0.6161333204988813,1,1,"rain, rainfall",1,2,2,5.5,0.506,1.256e-05,1.0,0.3124999999999609,0.506,0.0,0.01806869787869845,0.19999999999996,0.33333333333322224,0.08333333333332639,rain,water falling in drops from vapor condensed in the atmosphere,i98034
en,0.9622706549138694,4,0.561849846487002,1,1,"rain, rainfall",5,2,4,6.0,0.48050000000000004,2.8955e-05,2.0,0.29999999999997,0.48050000000000004,0.14285714285712245,0.0567342046187741,0.024999999999999876,0.09090909090908264,0.14285714285713608,rain,water falling in drops from vapor condensed in the atmosphere,i98034
es,0.9501207056134015,4,0.6373259219925737,1,1,"rain, rainfall",3,1,3,6.0,0.186,4.07e-05,3.0,0.33333333333330556,0.186,0.153846153846142,0.049865349453273915,0.08108108108107888,0.0,0.14285714285713266,rain,water falling in drops from vapor condensed in the atmosphere,i98034
en,0.8856136303267474,4,0.351230363060122,0,1,"snowfall, snow",2,2,5,6.0,0.196,2.368e-05,2.5,0.29999999999997,0.196,0.21428571428568366,0.0450278510352015,0.00999999999999995,0.09090909090908264,0.19047619047618142,snowfall,precipitation falling from clouds in the form of ice crystals,i98073
nb,0.8235860417897706,4,0.235208141768469,0,1,"snowfall, snow",0,1,1,3.0,0.486,3.8e-05,1.0,0.0,0.486,0.0,0.054834758589283425,0.0,0.0,0.0,snowfall,precipitation falling from clouds in the form of ice crystals,i98073
es,0.7175303442047575,4,0.11946668079534889,0,0,"snowfall, snow",0,1,4,5.0,0.208,2.45e-05,4.0,0.24999999999997916,0.208,0.23076923076921302,0.029189161556088417,0.0,0.0,0.21428571428569898,snowfall,precipitation falling from clouds in the form of ice crystals,i98073
it,0.674713790688425,4,0.042539237821952534,0,0,"snowfall, snow",2,2,5,6.0,0.1995,1.503e-05,2.5,0.2857142857142653,0.1995,0.0645161290322539,0.014671382402861964,0.02739726027397223,0.09090909090908264,0.04687499999999927,snowfall,precipitation falling from clouds in the form of ice crystals,i98073
it,0.9942382917435917,4,0.7601572348071455,1,1,"weather condition, conditions, weather",13,1,17,5.0,0.524,0.000955,17.0,0.21428571428569898,0.524,0.9999999999999355,0.9999999989517446,0.1780821917808195,0.0,0.23437499999999636,weather condition,the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation,i98170
es,0.9915483136420825,4,0.7866191879788479,1,0,"weather condition, conditions, weather",6,4,9,12.666666666666666,0.8109999999999999,0.00035673,2.6666666666666665,0.8888888888888148,0.8109999999999999,0.12820512820511834,0.4532169334747265,0.16216216216215776,0.7499999999998125,0.5714285714285307,weather condition,the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation,i98170
en,0.9634346918155481,4,0.404759876652165,0,1,"weather condition, conditions, weather",11,4,6,11.333333333333334,0.632,6.873333333333333e-05,1.6666666666666667,0.8333333333332501,0.632,0.09523809523808165,0.1450108368396673,0.05499999999999973,0.27272727272724795,0.23809523809522679,weather condition,the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation,i98170
nb,0.9459331878762751,4,0.5644995402443068,1,1,"weather condition, conditions, weather",2,1,1,3.0,0.186,0.000191,1.0,0.0,0.186,0.0,0.2759513972968109,0.39999999999992,0.0,0.0,weather condition,the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation,i98170
